"source";"translation";"type";"module";"status";"customer"
"SMTP Username";"SMTP uživatelské jmeno";"S";"";"T";"N"
"Is default mail account";"Je výchozím e-mailovým účtem";"S";"";"T";"N"
"Yes";"Ano";"B";"";"T";"N"
"No";"Ne";"B";"";"T";"N"
"Email account test mail";"Testovací e-mail e-mailového účtu";"B";"";"T";"N"
"Default Mail Account";"Výchozí e-mailový účet";"S";"";"T";"N"
"Email settings saved";"Nastavení e-mailu uloženo";"S";"";"T";"N"
"Test mail scheduled, check outbox if it was sent.";"Testovací e-mail naplánován, zkontrolujte schránku odeslané pošty jestli byl odeslán.";"S";"";"T";"N"
"Failed to restart %s row(s)";"Nepodařilo se restartovat %s řádek/řádků";"S";"";"T";"N"
"%s row(s) successfully restarted";"%s řádek/řádků úspěšně restartován(o)";"S";"";"T";"N"
"To recipients";"Příjemcům";"S";"";"T";"N"
"Mail subject";"Předmět";"S";"";"T";"N"
"Scheduled at";"Naplánováno na";"S";"";"T";"N"
"Last retry";"Poslední pokus";"S";"";"T";"N"
"Retry number";"Číslo pokusu";"S";"";"T";"N"
"Error message";"Chybová zpráva";"S";"";"T";"N"
"Account name";"Název účtu";"B";"";"T";"N"
