"source";"translation";"type";"module";"status";"customer"
"Failed to read headers of CSF file %s";"Không thể đọc tiêu đề của tập tin CSF %s";"S";"";"T";"N"
"Could not change permissions %s";"Không thể thay đổi quyền truy cập %s";"S";"";"T";"N"
"Could not open file";"Không thể mở tập tin";"S";"";"T";"N"
"Could not read file";"Không thể đọc tập tin";"S";"";"T";"N"
"Rewind unsupported in this file stream";"Chức năng rewind không được hỗ trợ bởi file stream này";"S";"";"T";"N"
"File %s does not exist.";"Tập tin %s không tồn tại.";"S";"";"T";"N"
"Failed to read file %s";"Không thể đọc tập tin %s";"S";"";"T";"N"
"Could not create directory %s";"Không thể tạo thư mục %s";"S";"";"T";"N"
"Level";"Cấp";"S";"";"T";"N"
"Message";"Tin nhắn";"B";"";"T";"N"
"File";"Tập tin";"S";"";"T";"N"
"Line";"Dòng";"B";"";"T";"N"
"Group ID";"Group ID";"B";"";"N";"N"
"Log event";"Bản ghi sự kiện";"S";"";"T";"N"
"Event(s) are deleted";"Sự kiện sẽ bị xóa";"S";"";"T";"N"
"No event(s) to delete";"Không có sự kiện để xóa";"S";"";"T";"N"
"Debug event(s) are deleted";"Sự kiện gỡ lỗi sẽ bị xóa";"S";"";"T";"N"
"No debug event(s) to delete";"Không có sự kiện gỡ lỗi để xóa";"S";"";"T";"N"
"Mail Account Name";"Tên tài khoản mail";"S";"";"T";"N"
"From Name";"Tên người gửi";"B";"";"T";"N"
"From Email";"Email người gửi";"S";"";"T";"N"
